boot,ts,seconds,lux,kelvin,voltage,temp,humidity
8291,1622650929,2692,0.11,5201,885,,
8292,1622650929,2713,0.11,5201,886,,
8293,1622650929,2734,0.11,5201,886,,
8294,1622650929,2755,0.11,5201,886,,
8295,1622650929,2777,0.11,5201,885,,
8296,1622650929,2798,0.11,5201,886,,
8297,1622650929,2819,0.11,5201,886,,
8298,1622650929,2840,0.11,5201,885,,
8299,1622650929,2862,0.11,5201,886,,
8300,1622650929,2883,0.11,5201,886,,
8301,1622650929,2904,0.11,5201,885,,
8302,1622650929,2925,0.11,5201,885,,
8303,1622650929,2947,0.11,5201,886,,
8304,1622650929,2968,0.11,5201,886,22.10,61
8305,1622650929,2991,0.11,5201,886,,
8306,1622650929,3012,0.11,5201,885,,
8307,1622650929,3034,0.11,5201,885,,
8308,1622650929,3055,0.11,5201,885,,
8309,1622650929,3076,0.11,5201,885,,
8310,1622650929,3097,0.11,5201,885,,
8311,1622650929,3119,0.21,5201,885,,
8312,1622650929,3140,0.28,3296,885,,
8313,1622650929,3161,0.11,5201,885,,
8314,1622650929,3182,0.11,5201,886,,
8315,1622650929,3203,0.11,5201,885,,
8316,1622650929,3225,0.11,5201,885,,
8317,1622650929,3246,0.11,5201,885,,
8318,1622650929,3267,0.11,5201,885,,
8319,1622650929,3288,0.11,5201,885,,
8320,1622650929,3310,0.11,5201,885,22.00,62
8321,1622650929,3333,0.11,5201,885,,
8322,1622650929,3354,0.11,5201,885,,
8323,1622650929,3375,0.11,5201,885,,
8324,1622650929,3397,0.11,5201,885,,
8325,1622650929,3418,0.11,5201,885,,
8326,1622650929,3439,0.11,5201,885,,
8327,1622650929,3460,0.11,5201,885,,
8328,1622650929,3482,0.11,5201,885,,
8329,1622650929,3503,0.11,5201,885,,
8330,1622650929,3524,0.11,5201,885,,
8331,1622650929,3545,0.11,5201,885,,
8332,1622650929,3566,0.11,5201,885,,
8333,1622650929,3588,0.11,5201,885,,
8334,1622650929,3609,0.11,5201,885,,
8335,1622650929,3630,0.11,5201,885,,
8336,1622650929,3652,0.11,5201,885,21.90,62
8337,1622650929,3675,0.11,5201,885,,
8338,1622650929,3696,0.11,5201,885,,
8339,1622650929,3717,0.11,5201,885,,
8340,1622650929,3738,0.11,5201,885,,
8341,1622650929,3760,0.11,5201,885,,
8342,1622650929,3781,0.11,5201,885,,
8343,1622650929,3802,0.11,5201,885,,
8344,1622650929,3823,0.11,5201,885,,
8345,1622650929,3845,0.11,5201,885,,
8346,1622650929,3866,0.11,5201,885,,
8347,1622650929,3887,0.30,3188,885,,
8348,1622650929,3908,0.11,5201,885,,
8349,1622650929,3930,0.11,5201,885,,
8350,1622650929,3951,0.11,5201,885,,
8351,1622650929,3972,0.11,5201,885,,
8352,1622650929,3993,0.11,5201,885,21.80,62
8353,1622650929,4017,0.11,5201,885,,
8354,1622650929,4038,0.11,5201,885,,
8355,1622650929,4059,0.11,5201,885,,
8356,1622650929,4080,0.11,5201,885,,
8357,1622650929,4101,0.11,5201,885,,
8358,1622650929,4123,0.11,5201,885,,
8359,1622650929,4144,0.11,5201,885,,
8360,1622650929,4165,0.11,5201,885,,
8361,1622650929,4187,0.11,5201,885,,
8362,1622650929,4208,0.11,5201,885,,
8363,1622650929,4229,0.11,5201,885,,
8364,1622650929,4250,0.11,5201,885,,
8365,1622650929,4272,0.11,5201,885,,
8366,1622650929,4293,0.11,5201,885,,
8367,1622650929,4314,0.11,5201,885,,
8368,1622650929,4335,0.11,5201,885,21.70,62
8369,1622650929,4358,0.11,5201,885,,
8370,1622650929,4380,0.11,5201,885,,
8371,1622650929,4401,0.11,5201,885,,
8372,1622650929,4422,0.11,5201,885,,
8373,1622650929,4443,0.11,5201,885,,
8374,1622650929,4465,0.11,5201,885,,
8375,1622650929,4486,0.11,5201,885,,
8376,1622650929,4507,0.11,5201,885,,
8377,1622650929,4528,0.11,5201,885,,
8378,1622650929,4550,0.11,5201,885,,
8379,1622650929,4571,0.11,5201,885,,
8380,1622650929,4592,0.11,5201,885,,
8381,1622650929,4613,0.11,5201,885,,
8382,1622650929,4635,0.11,5201,885,,
8383,1622650929,4656,0.11,5201,885,,
8384,1622650929,4677,0.11,5201,885,21.70,63
8385,1622650929,4700,0.11,5201,885,,
8386,1622650929,4721,0.11,5201,885,,
8387,1622650929,4743,0.11,5201,885,,
8388,1622650929,4764,0.11,5201,885,,
8389,1622650929,4785,0.11,5201,885,,
8390,1622650929,4807,0.11,5201,885,,
8391,1622650929,4828,0.11,5201,885,,
8392,1622650929,4849,0.11,5201,885,,
8393,1622650929,4870,0.11,5201,885,,
8394,1622650929,4891,0.11,5201,885,,
8395,1622650929,4913,0.11,5201,884,,
8396,1622650929,4934,0.11,5201,885,,
8397,1622650929,4955,0.11,5201,885,,
8398,1622650929,4976,0.14,12821,885,,
8399,1622650929,4998,0.11,5201,885,,
8400,1622650929,5019,0.11,5201,885,21.60,63
8401,1622650929,5042,0.11,5201,885,,
8402,1622650929,5063,0.11,5201,885,,
8403,1622650929,5085,0.11,5201,885,,
8404,1622650929,5106,0.11,5201,885,,
8405,1622650929,5127,0.11,5201,884,,
8406,1622650929,5148,0.11,5201,885,,
8407,1622650929,5170,0.11,5201,885,,
8408,1622650929,5191,0.11,5201,885,,
8409,1622650929,5212,0.11,5201,885,,
8410,1622650929,5233,0.11,5201,884,,
8411,1622650929,5254,0.11,5201,885,,
8412,1622650929,5276,0.11,5201,884,,
8413,1622650929,5297,0.38,4739,885,,
8414,1622650929,5318,0.11,5201,884,,
8415,1622650929,5340,0.11,5201,884,,
8416,1622650929,5361,0.11,5201,884,21.60,63
8417,1622650929,5384,0.11,5201,884,,
8418,1622650929,5405,0.11,5201,884,,
8419,1622650929,5427,0.11,5201,884,,
8420,1622650929,5448,0.11,5201,884,,
8421,1622650929,5469,0.11,5201,884,,
8422,1622650929,5490,0.11,5201,884,,
8423,1622650929,5511,0.11,5201,884,,
8424,1622650929,5533,0.11,5201,884,,
8425,1622650929,5554,0.11,5201,884,,
8426,1622650929,5575,0.11,5201,884,,
8427,1622650929,5596,0.11,5201,884,,
8428,1622650929,5618,0.11,5201,884,,
8429,1622650929,5639,0.11,5201,884,,
8430,1622650929,5660,0.11,5201,884,,
8431,1622650929,5681,0.11,5201,884,,
8432,1622650929,5703,0.11,5201,884,21.50,63
8433,1622650929,5726,0.11,5201,884,,
8434,1622650929,5747,0.11,5201,884,,
8435,1622650929,5768,0.11,5201,884,,
8436,1622650929,5790,0.11,5201,884,,
8437,1622650929,5811,0.11,5201,884,,
8438,1622650929,5832,0.11,5201,884,,
8439,1622650929,5853,0.11,5201,884,,
8440,1622650929,5874,0.11,5201,884,,
8441,1622650929,5896,0.11,5201,884,,
8442,1622650929,5917,0.11,5201,884,,
8443,1622650929,5938,0.11,5201,884,,
8444,1622650929,5960,0.11,5201,884,,
8445,1622650929,5981,0.11,5201,884,,
8446,1622650929,6002,0.11,5201,884,,
8447,1622650929,6023,0.11,5201,884,,
8448,1622650929,6045,0.11,5201,884,21.40,64
8449,1622650929,6068,0.11,5201,884,,
8450,1622650929,6089,0.11,5201,884,,
8451,1622650929,6110,0.11,5201,884,,
8452,1622650929,6131,0.11,5201,884,,
8453,1622650929,6153,0.11,5201,884,,
8454,1622650929,6174,0.11,5201,884,,
8455,1622650929,6195,0.11,5201,884,,
8456,1622650929,6216,0.11,5201,884,,
8457,1622650929,6238,0.11,5201,884,,
8458,1622650929,6259,0.11,5201,884,,
8459,1622650929,6280,0.11,5201,884,,
8460,1622650929,6301,0.11,5201,884,,
8461,1622650929,6323,0.11,5201,884,,
8462,1622650929,6344,0.11,5201,884,,
8463,1622650929,6365,0.11,5201,884,,
8464,1622650929,6386,0.11,5201,884,21.40,64
8465,1622650929,6410,0.11,5201,884,,
8466,1622650929,6431,0.11,5201,884,,
8467,1622650929,6452,0.11,5201,884,,
8468,1622650929,6473,0.11,5201,884,,
8469,1622650929,6495,0.11,5201,884,,
8470,1622650929,6516,0.11,5201,884,,
8471,1622650929,6537,0.11,5201,884,,
8472,1622650929,6558,0.11,5201,884,,
8473,1622650929,6580,0.11,5201,884,,
8474,1622650929,6601,0.11,5201,884,,
8475,1622650929,6622,0.11,5201,884,,
8476,1622650929,6643,0.11,5201,884,,
8477,1622650929,6665,0.11,5201,884,,
8478,1622650929,6686,0.11,5201,884,,
8479,1622650929,6707,0.11,5201,884,,
8480,1622650929,6728,0.11,5201,884,21.30,64
8481,1622650929,6751,0.11,5201,884,,
8482,1622650929,6773,0.11,5201,884,,
8483,1622650929,6794,0.11,5201,884,,
8484,1622650929,6815,0.16,5201,884,,
8485,1622650929,6836,0.11,5201,884,,
8486,1622650929,6858,0.11,5201,884,,
8487,1622650929,6879,0.11,5201,884,,
8488,1622650929,6900,0.11,5201,884,,
8489,1622650929,6921,0.11,5201,884,,
8490,1622650929,6943,0.11,5201,884,,
8491,1622650929,6964,0.11,5201,884,,
8492,1622650929,6985,0.11,5201,884,,
8493,1622650929,7006,0.11,5201,884,,
8494,1622650929,7028,0.11,5201,884,,
8495,1622650929,7049,0.11,5201,884,,
8496,1622650929,7070,0.11,5201,884,21.20,65
8497,1622650929,7093,0.11,5201,884,,
8498,1622650929,7115,0.11,5201,884,,
8499,1622650929,7136,0.11,5201,883,,
8500,1622650929,7157,0.11,5201,884,,
8501,1622650929,7178,0.11,5201,884,,
8502,1622650929,7200,0.11,5201,884,,
8503,1622650929,7221,0.11,5201,884,,
8504,1622650929,7242,0.11,5201,884,,
8505,1622650929,7263,0.11,5201,884,,
8506,1622650929,7285,0.11,5201,884,,
8507,1622650929,7306,0.11,5201,884,,
8508,1622650929,7327,0.11,5201,884,,
8509,1622650929,7348,0.11,5201,883,,
8510,1622650929,7369,0.11,5201,883,,
8511,1622650929,7391,0.11,5201,884,,
8512,1622650929,7412,0.11,5201,883,21.10,65
8513,1622650929,7435,0.11,5201,884,,
8514,1622650929,7456,0.11,5201,884,,
8515,1622650929,7478,0.11,5201,883,,
8516,1622650929,7499,0.11,5201,884,,
8517,1622650929,7520,0.11,5201,884,,
8518,1622650929,7541,0.11,5201,883,,
8519,1622650929,7563,0.11,5201,884,,
8520,1622650929,7584,0.11,5201,883,,
8521,1622650929,7605,0.11,5201,884,,
8522,1622650929,7626,0.11,5201,883,,
8523,1622650929,7648,0.11,5201,884,,
8524,1622650929,7669,0.11,5201,884,,
8525,1622650929,7690,0.11,5201,883,,
8526,1622650929,7711,0.11,5201,883,,
8527,1622650929,7733,0.11,5201,883,,
8528,1622650929,7754,0.11,5201,884,21.10,65
8529,1622650929,7777,0.11,5201,883,,
8530,1622650929,7798,0.11,5201,883,,
8531,1622650929,7820,0.11,5201,883,,
8532,1622650929,7841,0.11,5201,883,,
8533,1622650929,7862,0.11,5201,883,,
8534,1622650929,7883,0.11,5201,883,,
8535,1622650929,7905,0.11,5201,883,,
8536,1622650929,7926,0.11,5201,883,,
8537,1622650929,7947,0.11,5201,883,,
8538,1622650929,7968,0.11,5201,883,,
8539,1622650929,7990,0.11,5201,883,,
8540,1622650929,8011,0.11,5201,883,,
8541,1622650929,8032,0.11,5201,883,,
8542,1622650929,8053,0.11,5201,883,,
8543,1622650929,8074,0.11,5201,883,,
8544,1622650929,8096,0.11,5201,883,21.00,65
8545,1622650929,8119,0.11,5201,884,,
8546,1622650929,8140,0.11,5201,883,,
8547,1622650929,8161,0.11,5201,883,,
8548,1622650929,8183,0.11,5201,883,,
8549,1622650929,8204,0.11,5201,883,,
8550,1622650929,8225,0.11,5201,883,,
8551,1622650929,8247,0.11,5201,883,,
8552,1622650929,8268,0.11,5201,883,,
8553,1622650929,8289,0.11,5201,883,,
8554,1622650929,8310,0.11,5201,883,,
8555,1622650929,8331,0.11,5201,883,,
8556,1622650929,8353,0.11,5201,883,,
8557,1622650929,8374,0.11,5201,883,,
8558,1622650929,8395,0.11,5201,883,,
8559,1622650929,8416,0.11,5201,883,,
8560,1622650929,8438,0.11,5201,883,20.90,66
8561,1622650929,8461,0.11,5201,883,,
8562,1622650929,8482,0.11,5201,883,,
8563,1622650929,8503,0.11,5201,883,,
8564,1622650929,8525,0.11,5201,883,,
8565,1622650929,8546,0.11,5201,883,,
8566,1622650929,8567,0.11,5201,883,,
8567,1622650929,8588,0.11,5201,883,,
8568,1622650929,8610,0.11,5201,883,,
8569,1622650929,8631,0.11,5201,883,,
8570,1622650929,8652,0.11,5201,883,,
8571,1622650929,8673,0.11,5201,883,,
8572,1622650929,8695,0.11,5201,883,,
8573,1622650929,8716,0.11,5201,883,,
8574,1622650929,8737,0.11,5201,883,,
8575,1622650929,8758,0.11,5201,883,,
8576,1622650929,8780,0.11,5201,883,20.80,66
8577,1622650929,8803,0.11,5201,883,,
8578,1622650929,8824,0.11,5201,883,,
8579,1622650929,8845,0.11,5201,883,,
8580,1622650929,8867,0.11,5201,883,,
8581,1622650929,8888,0.11,5201,883,,
8582,1622650929,8909,0.11,5201,883,,
8583,1622650929,8930,0.11,5201,883,,
8584,1622650929,8952,0.11,5201,883,,
8585,1622650929,8973,0.11,5201,883,,
8586,1622650929,8994,0.11,5201,883,,
8587,1622650929,9015,0.11,5201,883,,
8588,1622650929,9036,0.11,5201,883,,
8589,1622650929,9058,0.11,5201,883,,
8590,1622650929,9079,0.11,5201,883,,
8591,1622650929,9100,0.11,5201,883,,
8592,1622650929,9121,0.11,5201,883,20.80,66
8593,1622650929,9145,0.11,5201,883,,
8594,1622650929,9166,0.11,5201,883,,
8595,1622650929,9187,0.11,5201,883,,
8596,1622650929,9208,0.11,5201,883,,
8597,1622650929,9230,0.11,5201,883,,
8598,1622650929,9251,0.11,5201,883,,
8599,1622650929,9272,0.11,5201,883,,
8600,1622650929,9293,0.11,5201,883,,
8601,1622650929,9315,0.11,5201,883,,
8602,1622650929,9336,0.11,5201,883,,
8603,1622650929,9357,0.11,5201,883,,
8604,1622650929,9378,0.11,5201,883,,
8605,1622650929,9400,0.11,5201,883,,
8606,1622650929,9421,0.11,5201,883,,
8607,1622650929,9442,0.11,5201,883,,
8608,1622650929,9463,0.11,5201,883,20.70,66
8609,1622650929,9487,0.11,5201,883,,
8610,1622650929,9508,0.11,5201,883,,
8611,1622650929,9529,0.11,5201,883,,
8612,1622650929,9550,0.11,5201,883,,
8613,1622650929,9572,0.11,5201,883,,
8614,1622650929,9593,0.11,5201,883,,
8615,1622650929,9614,0.11,5201,883,,
8616,1622650929,9635,0.09,65535,883,,
8617,1622650929,9657,0.11,5201,883,,
8618,1622650929,9678,0.11,5201,882,,
8619,1622650929,9699,0.11,5201,883,,
8620,1622650929,9720,0.11,5201,883,,
8621,1622650929,9742,0.11,5201,883,,
8622,1622650929,9763,0.11,5201,883,,
8623,1622650929,9784,0.11,5201,883,,
8624,1622650929,9805,0.11,5201,883,20.60,67
8625,1622650929,9828,0.11,5201,883,,
8626,1622650929,9850,0.11,5201,883,,
8627,1622650929,9871,0.11,5201,883,,
8628,1622650929,9892,0.11,5201,883,,
8629,1622650929,9913,0.11,5201,883,,
8630,1622650929,9935,0.11,5201,883,,
8631,1622650929,9956,0.11,5201,883,,
8632,1622650929,9977,0.11,5201,883,,
8633,1622650929,9999,0.11,5201,883,,
8634,1622650929,10020,0.11,5201,883,,
8635,1622650929,10041,0.11,5201,883,,
8636,1622650929,10062,0.11,5201,882,,
8637,1622650929,10083,0.11,5201,883,,
8638,1622650929,10105,0.11,5201,882,,
8639,1622650929,10126,0.11,5201,882,,
8640,1622650929,10147,0.11,5201,883,20.60,67
8641,1622650929,10170,0.11,5201,883,,
8642,1622650929,10192,0.11,5201,882,,
8643,1622650929,10213,0.11,5201,883,,
8644,1622650929,10234,0.11,5201,882,,
8645,1622650929,10255,0.11,5201,883,,
8646,1622650929,10277,0.11,5201,883,,
8647,1622650929,10298,0.11,5201,883,,
8648,1622650929,10319,0.11,5201,883,,
8649,1622650929,10340,0.11,5201,883,,
8650,1622650929,10362,0.11,5201,882,,
8651,1622650929,10383,0.11,5201,883,,
8652,1622650929,10404,0.11,5201,882,,
8653,1622650929,10425,0.11,5201,882,,
8654,1622650929,10447,0.11,5201,882,,
8655,1622650929,10468,0.11,5201,882,,
8656,1622650929,10489,0.11,5201,883,20.50,67
8657,1622650929,10512,0.11,5201,883,,
8658,1622650929,10534,0.11,5201,882,,
8659,1622650929,10555,0.11,5201,882,,
8660,1622650929,10576,0.11,5201,882,,
8661,1622650929,10597,0.11,5201,882,,
8662,1622650929,10619,0.11,5201,883,,
8663,1622650929,10640,0.11,5201,882,,
8664,1622650929,10661,0.11,5201,881,,
8665,1622650929,10682,0.11,5201,883,,
8666,1622650929,10704,0.26,5201,882,,
8667,1622650929,10725,0.11,5201,882,,
8668,1622650929,10746,0.11,5201,882,,
8669,1622650929,10767,0.11,5201,882,,
8670,1622650929,10789,0.11,5201,882,,
8671,1622650929,10810,0.11,5201,883,,
8672,1622650929,10831,0.11,5201,881,20.50,67
8673,1622650929,10854,0.11,5201,882,,
8674,1622650929,10875,0.11,5201,882,,
8675,1622650929,10897,0.11,5201,882,,
8676,1622650929,10918,0.11,5201,881,,
8677,1622650929,10939,0.11,5201,882,,
8678,1622650929,10960,0.11,5201,882,,
8679,1622650929,10982,0.11,5201,881,,
8680,1622650929,11003,0.11,5201,882,,
8681,1622650929,11024,0.11,5201,882,,
8682,1622650929,11045,0.11,5201,881,,
8683,1622650929,11067,0.11,5201,882,,
8684,1622650929,11088,0.11,5201,882,,
8685,1622650929,11109,0.11,5201,881,,
8686,1622650929,11131,0.11,5201,882,,
8687,1622650929,11152,0.14,12821,801,20.40,68
8688,1622650929,11184,0.11,5201,801,20.50,68
8689,1622650929,11216,0.11,5201,800,20.60,68
8690,1622650929,11248,0.11,5201,801,20.70,68
8691,1622650929,11281,0.11,5201,800,20.80,68
8692,1622650929,11313,0.11,5201,800,20.80,68
8693,1622650929,11345,0.11,5201,800,20.90,68
8694,1622650929,11377,0.11,5201,800,21.00,68
8695,1622650929,11410,0.11,5201,800,21.10,68
8696,1622650929,11442,0.11,5201,800,21.10,68
8697,1622650929,11476,0.11,5201,800,21.20,68
8698,1622650929,11508,0.11,5201,800,21.20,68
8699,1622650929,11540,0.11,5201,800,21.30,68
8700,1622650929,11573,0.11,5201,800,21.40,68
8701,1622650929,11605,0.11,5201,800,21.50,68
8702,1622650929,11637,0.11,5201,800,21.50,68
8703,1622650929,11669,0.11,5201,800,21.50,68
8704,1622650929,11701,0.11,5201,800,21.60,68
8705,1622650929,11734,0.11,5201,800,21.60,68
8706,1622650929,11766,0.11,5201,800,21.70,68
8707,1622650929,11798,0.11,5201,800,21.70,68
8708,1622650929,11830,0.11,5201,800,21.70,67
8709,1622650929,11864,0.11,5201,800,21.80,67
8710,1622650929,11896,0.11,5201,800,21.80,67
8711,1622650929,11928,0.11,5201,800,21.90,67
8712,1622650929,11960,0.11,5201,799,21.90,67
8713,1622650929,11992,0.11,5201,800,21.90,67
8714,1622650929,12025,0.11,5201,800,22.00,67
8715,1622650929,12057,0.11,5201,799,22.00,67
8716,1622650929,12089,0.11,5201,799,22.00,67
8717,1622650929,12121,0.11,5201,798,22.00,67
8718,1622650929,12151,0.11,5201,799,22.10,67
8719,1622650929,12183,0.11,5201,798,22.10,67
8720,1622650929,12219,0.11,5201,799,22.10,67
8721,1622650929,12251,0.11,5201,798,22.20,67
8722,1622650929,12283,0.11,5201,798,22.20,67
8723,1622650929,12315,0.11,5201,798,22.20,67
8724,1622650929,12348,0.11,5201,798,22.20,67
8725,1622650929,12380,0.11,5201,798,22.20,67
8726,1622650929,12416,0.11,5201,798,22.30,67
8727,1622650929,12448,0.11,5201,798,22.30,66
8728,1622650929,12480,0.11,5201,798,22.30,66
8729,1622650929,12512,0.11,5201,798,22.30,66
8730,1622650929,12545,0.11,5201,798,22.30,66
8731,1622650929,12579,0.11,5201,798,22.30,66
8732,1622650929,12611,0.11,5201,798,22.40,66
8733,1622650929,12643,0.11,5201,798,22.40,66
8734,1622650929,12676,0.11,5201,798,22.40,66
8735,1622650929,12708,0.11,5201,798,22.40,66
8736,1622650929,12740,0.11,5201,798,22.40,66
8737,1622650929,12774,0.11,5201,798,22.40,66
8738,1622650929,12807,0.11,5201,798,22.40,66
8739,1622650929,12839,0.11,5201,798,22.40,66
8740,1622650929,12871,0.11,5201,798,22.40,66
8741,1622650929,12903,0.11,5201,798,22.40,66
8742,1622650929,12935,0.11,5201,798,22.40,66
8743,1622650929,12968,0.11,5201,798,22.40,66
8744,1622650929,13004,0.11,5201,798,22.40,66
8745,1622650929,13036,0.11,5201,798,22.40,66
8746,1622650929,13068,0.11,5201,798,22.50,66
8747,1622650929,13100,0.11,5201,798,22.50,66
8748,1622650929,13136,0.11,5201,798,22.40,66
8749,1622650929,13168,0.11,5201,798,22.50,66
8750,1622650929,13201,0.11,5201,798,22.50,65
8751,1622650929,13235,0.11,5201,798,22.50,65
8752,1622650929,13267,0.11,5201,798,22.50,65
8753,1622650929,13299,0.11,5201,798,22.50,65
8754,1622650929,13334,0.11,5201,798,22.50,65
8755,1622650929,13366,0.11,5201,798,22.50,65
8756,1622650929,13398,0.11,5201,798,22.50,65
8757,1622650929,13430,0.11,5201,798,22.50,65
8758,1622650929,13462,0.11,5201,798,22.50,65
8759,1622650929,13495,0.11,5201,798,22.50,65
8760,1622650929,13527,0.11,5201,798,22.50,65
8761,1622650929,13559,0.11,5201,798,22.50,65
8762,1622650929,13591,0.11,5201,798,22.50,65
8763,1622650929,13624,0.11,5201,798,22.50,65
8764,1622650929,13656,0.11,5201,798,22.50,65
8765,1622650929,13688,0.11,5201,798,22.40,65
8766,1622650929,13720,0.11,5201,798,22.50,65
8767,1622650929,13752,0.11,5201,798,22.50,65
8768,1622650929,13787,0.11,5201,798,22.50,65
8769,1622650929,13819,0.11,5201,798,22.40,65
8770,1622650929,13851,0.11,5201,798,22.50,65
8771,1622650929,13883,0.11,5201,798,22.50,65
8772,1622650929,13915,0.11,5201,798,22.40,64
8773,1622650929,13951,0.11,5201,798,22.40,65
8774,1622650929,13983,0.11,5201,798,22.50,64
8775,1622650929,14019,0.11,5201,798,22.50,65
8776,1622650929,14051,0.11,5201,798,22.50,64
8777,1622650929,14083,0.11,5201,798,22.50,64
8778,1622650929,14115,0.11,5201,798,22.50,64
8779,1622650929,14148,0.11,5201,798,22.50,64
8780,1622650929,14180,0.11,5201,798,22.50,64
8781,1622650929,14216,0.11,5201,798,22.50,64
8782,1622650929,14248,0.11,5201,798,22.50,64
8783,1622650929,14284,0.11,5201,798,22.50,64
8784,1622650929,14316,0.11,5201,798,22.50,64
8785,1622650929,14349,0.11,5201,798,22.50,64
8786,1622650929,14381,0.11,5201,798,22.50,64
8787,1622650929,14413,0.11,5201,798,22.50,64
8788,1622650929,14445,0.11,5201,798,22.50,64
8789,1622650929,14477,0.11,5201,797,22.50,64
8790,1622650929,14510,0.11,5201,797,22.50,64
8791,1622650929,14542,0.11,5201,797,22.40,64
8792,1622650929,14574,0.11,5201,798,22.40,64
8793,1622650929,14606,0.11,5201,797,22.40,64
8794,1622650929,14639,0.11,5201,797,22.50,64
8795,1622650929,14671,0.11,5201,798,22.40,64
8796,1622650929,14703,0.11,5201,797,22.40,64
8797,1622650929,14739,0.11,5201,797,22.40,64
8798,1622650929,14779,0.11,5201,797,22.50,64
8799,1622650929,14811,0.11,5201,797,22.50,64
8800,1622650929,14846,0.11,5201,797,22.50,64
8801,1622650929,14880,0.11,5201,797,22.50,64
8802,1622650929,14912,0.11,5201,797,22.50,64
8803,1622650929,14946,0.11,5201,797,22.50,64
8804,1622650929,14978,0.11,5201,797,22.50,64
8805,1622650929,15013,0.11,5201,797,22.50,64
8806,1622650929,15045,0.11,5201,797,22.40,64
8807,1622650929,15077,0.11,5201,797,22.40,64
8808,1622650929,15112,0.11,5201,797,22.50,64
8809,1622650929,15147,0.11,5201,797,22.50,64
8810,1622650929,15182,0.11,5201,797,22.50,64
8811,1622650929,15215,0.11,5201,797,22.50,64
8812,1622650929,15247,0.11,5201,797,22.50,64
8813,1622650929,15283,0.11,5201,797,22.50,64
8814,1622650929,15317,0.11,5201,797,22.50,64
8815,1622650929,15350,0.11,5201,797,22.50,64
8816,1622650929,15382,0.11,5201,797,22.50,63
8817,1622650929,15414,0.11,5201,797,22.40,63
8818,1622650929,15450,0.11,5201,797,22.50,63
8819,1622650929,15484,0.11,5201,797,22.50,63
8820,1622650929,15516,0.11,5201,797,22.50,63
8821,1622650929,15548,0.11,5201,797,22.50,63
8822,1622650929,15581,0.11,5201,797,22.40,63
8823,1622650929,15613,0.11,5201,797,22.40,63
8824,1622650929,15645,0.11,5201,797,22.40,63
8825,1622650929,15679,0.11,5201,797,22.40,63
8826,1622650929,15711,0.11,5201,797,22.40,63
8827,1622650929,15744,0.11,5201,797,22.40,63
8828,1622650929,15777,0.11,5201,797,22.40,63
8829,1622650929,15809,0.11,5201,797,22.40,63
8830,1622650929,15845,0.11,5201,796,22.40,63
